order_id,channel,customer_id,location_id,status,total,placed_at,location_name,state,person_type,legal_name,order_item_id,product_variant_id,quantity,unit_price,line_total,product_id,cost_price,product_name,brand_id,category_id,brand_name,category_name,data,ano,ano_mes,dia_semana
23,pos,264,6,True,16056.25,2023-09-14,Loja Mendonça,PI,PJ,Rocha Siqueira Ltda.,72,466,4,1469.11,5876.44,232,677.01,Hélice De Alumínio 5784,6,3,Raymarine,Coletes Salva-Vidas,2023-09-14,2023,2023-09,Quinta-Feira
27,ecommerce,940,5,True,43243.87,2020-12-11,Loja Oliveira,AL,PF,Davi Lucas Viana,80,84,7,841.59,5891.13,43,470.16,Defensa Náutica 9513,10,1,Maxsea,Equipamentos,2020-12-11,2020,2020-12,Sexta-Feira
27,ecommerce,940,5,True,43243.87,2020-12-11,Loja Oliveira,AL,PF,Davi Lucas Viana,81,482,10,1228.85,12288.5,238,623.78,Motor De Popa 4350,11,5,Br Náutica,Eletrônica Náutica,2020-12-11,2020,2020-12,Sexta-Feira
27,ecommerce,940,5,True,43243.87,2020-12-11,Loja Oliveira,AL,PF,Davi Lucas Viana,83,509,2,2858.04,5716.08,252,1957.56,Defensa Náutica 9558,1,4,Yamaha Marine,Motores,2020-12-11,2020,2020-12,Sexta-Feira
27,ecommerce,940,5,True,43243.87,2020-12-11,Loja Oliveira,AL,PF,Davi Lucas Viana,84,323,2,2902.38,5804.76,160,1687.43,Tinta Antifouling 901,9,11,Volvo Penta,Pintura Marítima,2020-12-11,2020,2020-12,Sexta-Feira
28,ecommerce,673,1,True,39112.63,2026-12-25,Loja Leão,PR,PF,Srta. Evelyn Garcia,85,1,7,2452.69,17168.83,1,1409.59,Motor De Popa 6014,9,9,Volvo Penta,Acessórios De Convés,2026-12-25,2026,2026-12,Sexta-Feira
28,ecommerce,673,1,True,39112.63,2026-12-25,Loja Leão,PR,PF,Srta. Evelyn Garcia,86,361,5,1153.05,5765.25,178,674.3,Cabo Náutico 6215,10,3,Maxsea,Coletes Salva-Vidas,2026-12-25,2026,2026-12,Sexta-Feira
28,ecommerce,673,1,True,39112.63,2026-12-25,Loja Leão,PR,PF,Srta. Evelyn Garcia,87,974,9,1737.68,15639.12,482,868.84,Gps Plotter 6316,4,7,Honda Marine,Âncoras,2026-12-25,2026,2026-12,Sexta-Feira
28,ecommerce,673,1,True,39112.63,2026-12-25,Loja Leão,PR,PF,Srta. Evelyn Garcia,88,251,1,539.43,539.43,125,317.31,Âncora Bruce 9236,8,14,Simrad,Pesca,2026-12-25,2026,2026-12,Sexta-Feira
30,pos,1303,2,True,25127.63,2022-11-21,Armazém Camargo,PR,PJ,Moraes - Ei Me,90,385,7,849.69,5947.83,190,562.71,Gps Plotter 3107,9,4,Volvo Penta,Motores,2022-11-21,2022,2022-11,Segunda-Feira
30,pos,1303,2,True,25127.63,2022-11-21,Armazém Camargo,PR,PJ,Moraes - Ei Me,91,113,3,53.89,161.67,59,25.91,Bateria Náutica 8789,11,3,Br Náutica,Coletes Salva-Vidas,2022-11-21,2022,2022-11,Segunda-Feira
30,pos,1303,2,True,25127.63,2022-11-21,Armazém Camargo,PR,PJ,Moraes - Ei Me,92,852,7,2066.47,14465.29,422,1160.94,Sonar Transducer 7193,11,14,Br Náutica,Pesca,2022-11-21,2022,2022-11,Segunda-Feira
30,pos,1303,2,True,25127.63,2022-11-21,Armazém Camargo,PR,PJ,Moraes - Ei Me,93,607,2,2276.42,4552.84,297,1115.89,Tinta Antifouling 9136,12,8,Marisul,Hélices,2022-11-21,2022,2022-11,Segunda-Feira
32,ecommerce,1786,2,True,40254.82,2024-02-21,Armazém Camargo,PR,PF,Marina Sampaio,95,127,4,1524.52,6098.08,65,696.13,Colete Salva-Vidas 1933,12,6,Marisul,Velas,2024-02-21,2024,2024-02,Quarta-Feira
32,ecommerce,1786,2,True,40254.82,2024-02-21,Armazém Camargo,PR,PF,Marina Sampaio,96,654,6,689.26,4135.56,320,475.35,Colete Salva-Vidas 7959,11,4,Br Náutica,Motores,2024-02-21,2024,2024-02,Quarta-Feira
32,ecommerce,1786,2,True,40254.82,2024-02-21,Armazém Camargo,PR,PF,Marina Sampaio,97,249,4,2147.93,8591.72,124,1325.88,Âncora Bruce 9985,11,4,Br Náutica,Motores,2024-02-21,2024,2024-02,Quarta-Feira
32,ecommerce,1786,2,True,40254.82,2024-02-21,Armazém Camargo,PR,PF,Marina Sampaio,98,111,7,917.1,6419.7,58,599.41,Sonar Transducer 3832,9,1,Volvo Penta,Equipamentos,2024-02-21,2024,2024-02,Quarta-Feira
32,ecommerce,1786,2,True,40254.82,2024-02-21,Armazém Camargo,PR,PF,Marina Sampaio,99,758,6,2929.87,17579.22,373,1940.31,Cabo Náutico 2300,2,2,Mercury Marine,Cabos,2024-02-21,2024,2024-02,Quarta-Feira
33,ecommerce,714,3,True,45235.95,2023-09-19,Armazém Siqueira,AP,PF,Dom Pastor,100,963,1,279.53,279.53,476,149.48,Vela Mestra 5689,1,4,Yamaha Marine,Motores,2023-09-19,2023,2023-09,Terça-Feira
33,ecommerce,714,3,True,45235.95,2023-09-19,Armazém Siqueira,AP,PF,Dom Pastor,101,319,10,1890.29,18902.9,158,871.1,Vela Mestra 8056,7,10,Lowrance,Iluminação,2023-09-19,2023,2023-09,Terça-Feira
33,ecommerce,714,3,True,45235.95,2023-09-19,Armazém Siqueira,AP,PF,Dom Pastor,102,206,10,253.79,2537.9,101,182.58,Defensa Náutica 3482,5,6,Garmin,Velas,2023-09-19,2023,2023-09,Terça-Feira
33,ecommerce,714,3,True,45235.95,2023-09-19,Armazém Siqueira,AP,PF,Dom Pastor,103,328,5,2492.1,12460.5,162,1557.56,Bateria Náutica 2654,3,4,Suzuki Marine,Motores,2023-09-19,2023,2023-09,Terça-Feira
33,ecommerce,714,3,True,45235.95,2023-09-19,Armazém Siqueira,AP,PF,Dom Pastor,104,401,4,2763.78,11055.12,198,1695.57,Hélice De Alumínio 8067,7,1,Lowrance,Equipamentos,2023-09-19,2023,2023-09,Terça-Feira
34,ecommerce,309,3,True,22653.41,2024-11-23,Armazém Siqueira,AP,PF,Letícia Costa,105,922,5,2839.11,14195.55,456,1808.35,Colete Salva-Vidas 2374,4,13,Honda Marine,Segurança,2024-11-23,2024,2024-11,Sábado
34,ecommerce,309,3,True,22653.41,2024-11-23,Armazém Siqueira,AP,PF,Letícia Costa,106,929,8,145.81,1166.48,460,106.43,Gps Plotter 2098,2,7,Mercury Marine,Âncoras,2024-11-23,2024,2024-11,Sábado
34,ecommerce,309,3,True,22653.41,2024-11-23,Armazém Siqueira,AP,PF,Letícia Costa,107,576,3,2430.46,7291.38,283,1787.1,Defensa Náutica 3209,1,8,Yamaha Marine,Hélices,2024-11-23,2024,2024-11,Sábado
35,ecommerce,120,5,True,34758.52,2025-12-06,Loja Oliveira,AL,PJ,Silveira Aragão - Ei S.A.,108,857,8,2426.65,19413.2,425,1318.83,Bateria Náutica 2254,10,1,Maxsea,Equipamentos,2025-12-06,2025,2025-12,Sábado
35,ecommerce,120,5,True,34758.52,2025-12-06,Loja Oliveira,AL,PJ,Silveira Aragão - Ei S.A.,109,569,6,207.99,1247.94,279,144.44,Vela Mestra 8447,3,14,Suzuki Marine,Pesca,2025-12-06,2025,2025-12,Sábado
35,ecommerce,120,5,True,34758.52,2025-12-06,Loja Oliveira,AL,PJ,Silveira Aragão - Ei S.A.,110,389,6,2211.43,13268.58,192,1445.38,Gps Plotter 649,6,12,Raymarine,Manutenção,2025-12-06,2025,2025-12,Sábado
35,ecommerce,120,5,True,34758.52,2025-12-06,Loja Oliveira,AL,PJ,Silveira Aragão - Ei S.A.,111,270,8,103.6,828.8,134,58.53,Cabo Náutico 5788,5,2,Garmin,Cabos,2025-12-06,2025,2025-12,Sábado
36,ecommerce,800,3,True,15026.31,2021-10-01,Armazém Siqueira,AP,PJ,Santos S.A.,112,371,2,1309.93,2619.86,183,779.72,Cabo Náutico 394,1,3,Yamaha Marine,Coletes Salva-Vidas,2021-10-01,2021,2021-10,Sexta-Feira
36,ecommerce,800,3,True,15026.31,2021-10-01,Armazém Siqueira,AP,PJ,Santos S.A.,113,521,2,1707.44,3414.88,257,1108.73,Colete Salva-Vidas 8800,8,4,Simrad,Motores,2021-10-01,2021,2021-10,Sexta-Feira
36,ecommerce,800,3,True,15026.31,2021-10-01,Armazém Siqueira,AP,PJ,Santos S.A.,114,543,7,1284.51,8991.57,267,764.59,Gps Plotter 475,6,1,Raymarine,Equipamentos,2021-10-01,2021,2021-10,Sexta-Feira
37,ecommerce,1591,5,True,55263.64,2025-01-22,Loja Oliveira,AL,PF,Pedro Miguel Castro,115,175,2,916.04,1832.08,86,558.56,Gps Plotter 4446,10,3,Maxsea,Coletes Salva-Vidas,2025-01-22,2025,2025-01,Quarta-Feira
37,ecommerce,1591,5,True,55263.64,2025-01-22,Loja Oliveira,AL,PF,Pedro Miguel Castro,116,83,2,3897.16,7794.32,43,1958.37,Defensa Náutica 9513,10,1,Maxsea,Equipamentos,2025-01-22,2025,2025-01,Quarta-Feira
37,ecommerce,1591,5,True,55263.64,2025-01-22,Loja Oliveira,AL,PF,Pedro Miguel Castro,117,360,8,1639.82,13118.56,178,819.91,Cabo Náutico 6215,10,3,Maxsea,Coletes Salva-Vidas,2025-01-22,2025,2025-01,Quarta-Feira
37,ecommerce,1591,5,True,55263.64,2025-01-22,Loja Oliveira,AL,PF,Pedro Miguel Castro,119,946,6,2963.37,17780.22,468,1576.26,Tinta Antifouling 6054,10,12,Maxsea,Manutenção,2025-01-22,2025,2025-01,Quarta-Feira
38,pos,48,2,True,62394.83,2023-12-27,Armazém Camargo,PR,PF,Juliana Oliveira,120,5,4,1425.34,5701.36,2,662.95,Vela Mestra 3870,10,13,Maxsea,Segurança,2023-12-27,2023,2023-12,Quarta-Feira
38,pos,48,2,True,62394.83,2023-12-27,Armazém Camargo,PR,PF,Juliana Oliveira,121,146,7,2100.65,14704.55,73,954.84,Hélice De Alumínio 3700,2,9,Mercury Marine,Acessórios De Convés,2023-12-27,2023,2023-12,Quarta-Feira
38,pos,48,2,True,62394.83,2023-12-27,Armazém Camargo,PR,PF,Juliana Oliveira,122,279,10,3511.63,35116.3,140,1664.28,Bússola De Bordo 5528,11,7,Br Náutica,Âncoras,2023-12-27,2023,2023-12,Quarta-Feira
38,pos,48,2,True,62394.83,2023-12-27,Armazém Camargo,PR,PF,Juliana Oliveira,123,105,4,2368.1,9472.4,55,1178.16,Gps Plotter 6249,6,7,Raymarine,Âncoras,2023-12-27,2023,2023-12,Quarta-Feira
43,ecommerce,957,6,True,33341.39,2024-08-05,Loja Mendonça,PI,PF,Ian Macedo,135,833,7,54.33,380.31,412,27.44,Motor De Popa 6647,4,1,Honda Marine,Equipamentos,2024-08-05,2024,2024-08,Segunda-Feira
43,ecommerce,957,6,True,33341.39,2024-08-05,Loja Mendonça,PI,PF,Ian Macedo,136,594,8,1601.47,12811.76,291,964.74,Gps Plotter 4422,4,8,Honda Marine,Hélices,2024-08-05,2024,2024-08,Segunda-Feira
43,ecommerce,957,6,True,33341.39,2024-08-05,Loja Mendonça,PI,PF,Ian Macedo,138,586,4,2142.5,8570.0,288,1635.5,Vela Mestra 5566,8,8,Simrad,Hélices,2024-08-05,2024,2024-08,Segunda-Feira
43,ecommerce,957,6,True,33341.39,2024-08-05,Loja Mendonça,PI,PF,Ian Macedo,139,620,2,3138.93,6277.86,303,1626.39,Bússola De Bordo 7024,6,2,Raymarine,Cabos,2024-08-05,2024,2024-08,Segunda-Feira
44,ecommerce,316,1,True,37502.44,2021-10-29,Loja Leão,PR,PF,Sr. Brayan Albuquerque,140,676,6,2979.2,17875.2,331,1460.39,Bateria Náutica 5936,1,5,Yamaha Marine,Eletrônica Náutica,2021-10-29,2021,2021-10,Sexta-Feira
44,ecommerce,316,1,True,37502.44,2021-10-29,Loja Leão,PR,PF,Sr. Brayan Albuquerque,141,94,4,2291.44,9165.76,49,1414.47,Bússola De Bordo 5407,3,11,Suzuki Marine,Pintura Marítima,2021-10-29,2021,2021-10,Sexta-Feira
44,ecommerce,316,1,True,37502.44,2021-10-29,Loja Leão,PR,PF,Sr. Brayan Albuquerque,142,446,7,351.0,2457.0,222,195.0,Gps Plotter 4088,5,12,Garmin,Manutenção,2021-10-29,2021,2021-10,Sexta-Feira
44,ecommerce,316,1,True,37502.44,2021-10-29,Loja Leão,PR,PF,Sr. Brayan Albuquerque,143,173,9,1352.38,12171.42,84,634.92,Defensa Náutica 656,7,14,Lowrance,Pesca,2021-10-29,2021,2021-10,Sexta-Feira
45,pos,1899,3,True,35909.02,2024-11-02,Armazém Siqueira,AP,PF,Lucas Gabriel Dias,144,623,7,1848.51,12939.57,304,993.82,Hélice De Alumínio 7333,8,3,Simrad,Coletes Salva-Vidas,2024-11-02,2024,2024-11,Sábado
45,pos,1899,3,True,35909.02,2024-11-02,Armazém Siqueira,AP,PF,Lucas Gabriel Dias,145,276,5,1828.85,9144.25,138,900.91,Cabo Náutico 3217,8,2,Simrad,Cabos,2024-11-02,2024,2024-11,Sábado
45,pos,1899,3,True,35909.02,2024-11-02,Armazém Siqueira,AP,PF,Lucas Gabriel Dias,146,45,5,2765.04,13825.2,23,1843.36,Âncora Bruce 4975,5,2,Garmin,Cabos,2024-11-02,2024,2024-11,Sábado
47,pos,558,3,True,30256.71,2024-01-15,Armazém Siqueira,AP,PF,José Pedro Jesus,150,828,2,3368.43,6736.86,410,1727.4,Vela Mestra 207,12,8,Marisul,Hélices,2024-01-15,2024,2024-01,Segunda-Feira
47,pos,558,3,True,30256.71,2024-01-15,Armazém Siqueira,AP,PF,José Pedro Jesus,151,191,5,518.09,2590.45,93,325.84,Bússola De Bordo 2692,11,6,Br Náutica,Velas,2024-01-15,2024,2024-01,Segunda-Feira
47,pos,558,3,True,30256.71,2024-01-15,Armazém Siqueira,AP,PF,José Pedro Jesus,152,715,4,2036.26,8145.04,350,1497.25,Motor De Popa 1007,10,14,Maxsea,Pesca,2024-01-15,2024,2024-01,Segunda-Feira
47,pos,558,3,True,30256.71,2024-01-15,Armazém Siqueira,AP,PF,José Pedro Jesus,153,18,6,973.54,5841.24,7,546.93,Cabo Náutico 4894,8,6,Simrad,Velas,2024-01-15,2024,2024-01,Segunda-Feira
47,pos,558,3,True,30256.71,2024-01-15,Armazém Siqueira,AP,PF,José Pedro Jesus,154,820,4,1735.78,6943.12,406,1325.02,Motor De Popa 6404,8,13,Simrad,Segurança,2024-01-15,2024,2024-01,Segunda-Feira
51,ecommerce,499,5,True,20640.35,2023-05-17,Loja Oliveira,AL,PJ,Viana Da Cruz - Ei Ltda,166,872,5,4128.07,20640.35,432,1938.06,Defensa Náutica 2623,1,5,Yamaha Marine,Eletrônica Náutica,2023-05-17,2023,2023-05,Quarta-Feira
52,pos,1321,2,True,37551.07,2023-03-04,Armazém Camargo,PR,PF,Sophia Marques,167,1002,4,2757.24,11028.96,497,1712.57,Colete Salva-Vidas 9810,3,7,Suzuki Marine,Âncoras,2023-03-04,2023,2023-03,Sábado
52,pos,1321,2,True,37551.07,2023-03-04,Armazém Camargo,PR,PF,Sophia Marques,168,47,3,3896.09,11688.27,24,1882.17,Colete Salva-Vidas 3398,10,5,Maxsea,Eletrônica Náutica,2023-03-04,2023,2023-03,Sábado
52,pos,1321,2,True,37551.07,2023-03-04,Armazém Camargo,PR,PF,Sophia Marques,169,623,7,1848.51,12939.57,304,993.82,Hélice De Alumínio 7333,8,3,Simrad,Coletes Salva-Vidas,2023-03-04,2023,2023-03,Sábado
52,pos,1321,2,True,37551.07,2023-03-04,Armazém Camargo,PR,PF,Sophia Marques,170,108,5,1501.07,7505.35,57,829.32,Vela Mestra 6445,11,1,Br Náutica,Equipamentos,2023-03-04,2023,2023-03,Sábado
53,pos,760,4,True,23589.72,2020-12-30,Armazém Novaes,PI,PF,Dr. Arthur Gabriel Duarte,171,441,2,538.84,1077.68,219,309.68,Colete Salva-Vidas 502,12,10,Marisul,Iluminação,2020-12-30,2020,2020-12,Quarta-Feira
53,pos,760,4,True,23589.72,2020-12-30,Armazém Novaes,PI,PF,Dr. Arthur Gabriel Duarte,172,876,7,1041.97,7293.79,434,486.9,Defensa Náutica 5998,7,6,Lowrance,Velas,2020-12-30,2020,2020-12,Quarta-Feira
53,pos,760,4,True,23589.72,2020-12-30,Armazém Novaes,PI,PF,Dr. Arthur Gabriel Duarte,173,629,9,1049.34,9444.06,308,628.35,Motor De Popa 1540,7,9,Lowrance,Acessórios De Convés,2020-12-30,2020,2020-12,Quarta-Feira
53,pos,760,4,True,23589.72,2020-12-30,Armazém Novaes,PI,PF,Dr. Arthur Gabriel Duarte,174,480,1,850.69,850.69,237,574.79,Cabo Náutico 9307,11,14,Br Náutica,Pesca,2020-12-30,2020,2020-12,Quarta-Feira
53,pos,760,4,True,23589.72,2020-12-30,Armazém Novaes,PI,PF,Dr. Arthur Gabriel Duarte,175,307,5,984.7,4923.5,153,453.78,Motor De Popa 9201,12,2,Marisul,Cabos,2020-12-30,2020,2020-12,Quarta-Feira
55,ecommerce,1918,2,True,28163.27,2026-12-16,Armazém Camargo,PR,PJ,Santos - Ei Me,180,326,7,2882.29,20176.03,161,1322.15,Bússola De Bordo 5772,2,8,Mercury Marine,Hélices,2026-12-16,2026,2026-12,Quarta-Feira
55,ecommerce,1918,2,True,28163.27,2026-12-16,Armazém Camargo,PR,PJ,Santos - Ei Me,181,297,10,635.92,6359.2,149,421.14,Bateria Náutica 948,7,3,Lowrance,Coletes Salva-Vidas,2026-12-16,2026,2026-12,Quarta-Feira
