customer_id,person_type,legal_name,trade_name,tax_id,state_registration,email,phone,customer_is_active,customer_created_at,customer_updated_at
115,PF,Luiz Otávio Teixeira,nan,20237209152,nan,luiz.ot.vio.teixeira.115@example.com,5550960983584,True,2025-03-17 04:52:15,2025-10-26 00:07:37
116,PF,Matheus Montenegro,nan,32960257154,nan,matheus.montenegro.116@example.com,55084999121655,True,2024-01-20 14:51:42,2024-12-23 20:53:59
117,PF,Maria Clara Sá,nan,34528008300,nan,maria.clara.s.117@example.com,55039986800025,True,2024-01-23 08:48:24,2025-12-04 02:23:11
118,PJ,Moreira Ltda,nan,22310709000126,729825952,moreira.ltda.118@example.com,5594995888794,True,2021-11-15 21:14:16,2024-02-27 01:36:54
119,PF,Allana Freitas,nan,75900556620,nan,allana.freitas.119@example.com,5516994097499,True,2021-02-21 15:48:09,2026-06-11 04:19:02
120,PJ,Silveira Aragão - EI S.A.,nan,5394087000142,728962309,silveira.arag.o.ei.s.a.120@example.com,5530975626368,True,2024-12-17 03:26:38,2025-12-16 03:09:58
121,PJ,Sousa EIRELI,nan,87941370000101,028385786,sousa.eireli.121@example.com,5527985854973,True,2020-05-08 05:54:01,2021-05-17 10:02:48
122,PJ,da Mota Novais Ltda.,da Rosa Vargas Ltda.,54654627000195,375758441,da.mota.novais.ltda.122@example.com,5586965240415,True,2023-06-18 12:09:50,2023-08-08 16:05:18
123,PJ,Rezende Ltda,Souza,10623791000160,733848421,rezende.ltda.123@example.com,5593930833016,True,2021-06-30 06:18:54,2023-03-18 07:09:29
124,PJ,Silva EIRELI,nan,54402157000172,712082677,silva.eireli.124@example.com,5545940193802,True,2022-01-24 01:10:45,2024-05-25 14:28:17
125,PF,Emanuelly Andrade,nan,6337074572,nan,emanuelly.andrade.125@example.com,5572940049915,True,2022-06-07 20:24:48,2024-10-04 09:34:16
126,PF,Rafael Ramos,nan,63221712910,nan,rafael.ramos.126@example.com,5587928743152,True,2026-07-05 09:01:05,2026-11-27 23:15:20
127,PF,Sra. Jade Silva,nan,34813144691,nan,sra.jade.silva.127@example.com,55005949329668,True,2025-02-20 13:29:42,2025-08-07 06:57:51
128,PJ,Borges ME,nan,21461476000108,612275304,borges.me.128@example.com,5537945499045,True,2022-07-12 20:55:42,2023-04-25 23:01:57
129,PF,Srta. Ana Liz Rios,nan,69484055095,nan,srta.ana.liz.rios.129@example.com,5574926841459,False,2026-04-06 16:08:15,2026-08-21 11:05:29
130,PF,Henry Carvalho,nan,17900687114,nan,henry.carvalho.130@example.com,55027995687833,True,2026-01-03 23:15:12,2026-05-30 22:07:45
131,PF,Anna Liz Moura,nan,51574058800,nan,anna.liz.moura.131@example.com,55085919108839,True,2025-08-14 23:54:51,2026-08-05 09:43:44
132,PJ,Cavalcante Duarte - EI S.A.,Camargo,33016661000164,397187072,cavalcante.duarte.ei.s.a.132@example.com,5567990874064,True,2026-11-19 23:40:41,2026-12-19 13:27:12
133,PJ,Souza S.A.,nan,41779740000155,910651801,souza.s.a.133@example.com,55004962265676,True,2023-04-26 06:11:20,2025-04-30 17:05:04
134,PF,Anna Liz Rodrigues,nan,52028241810,nan,anna.liz.rodrigues.134@example.com,5525912868230,True,2025-12-15 06:26:02,2026-08-22 03:49:03
135,PJ,da Rosa - ME,nan,95907463000148,868633752,da.rosa.me.135@example.com,5531906903311,True,2024-07-02 16:56:48,2025-06-09 18:48:18
136,PJ,Machado - EI ME,da Cruz e Filhos,82962288000140,067383028,machado.ei.me.136@example.com,5539959953428,True,2025-09-06 03:06:43,2025-12-22 16:53:53
137,PF,Noah da Rosa,nan,93035945926,nan,noah.da.rosa.137@example.com,5508992687056,True,2025-09-03 21:32:14,2026-01-27 23:48:28
138,PJ,Sampaio Ltda,Jesus,43899284000102,246287334,sampaio.ltda.138@example.com,55070986688263,True,2022-01-27 06:23:53,2023-01-29 10:44:18
139,PJ,Costela EIRELI,Ramos,77829007000145,175183046,costela.eireli.139@example.com,5590913983735,True,2022-12-13 23:54:36,2023-03-12 06:04:05
140,PF,Anthony Gabriel Cunha,nan,70571003885,nan,anthony.gabriel.cunha.140@example.com,5517939363854,True,2023-11-29 12:36:28,2026-02-15 04:46:56
141,PJ,Martins S.A.,das Neves,96890416000100,458771753,martins.s.a.141@example.com,5556909320489,True,2020-11-09 21:48:37,2026-06-29 17:40:22
142,PF,Maria Vitória da Rocha,nan,57765528343,nan,maria.vit.ria.da.rocha.142@example.com,55035936937854,True,2022-02-08 01:12:33,2023-04-12 14:30:24
143,PF,Rebeca Marques,nan,94771752850,nan,rebeca.marques.143@example.com,55052928728080,False,2024-06-24 17:11:59,2025-10-01 06:22:56
144,PF,Benicio Teixeira,nan,93462381270,nan,benicio.teixeira.144@example.com,5562931203875,True,2023-11-22 18:46:10,2024-08-14 08:10:11
145,PF,Rodrigo Ribeiro,nan,21071709402,nan,rodrigo.ribeiro.145@example.com,55000988600848,True,2026-05-09 08:31:02,2026-10-10 20:10:47
146,PJ,Almeida ME,Cavalcanti,83690942000176,118233984,almeida.me.146@example.com,5546915679334,True,2025-05-21 14:53:48,2026-11-05 08:06:34
147,PJ,Rezende e Filhos ME,Borges - ME,80896207000125,668700217,rezende.e.filhos.me.147@example.com,5559918033974,True,2022-04-20 02:54:04,2026-12-05 18:54:44
148,PF,Breno Rodrigues,nan,23338267541,nan,breno.rodrigues.148@example.com,5589902503926,True,2020-06-22 13:21:00,2024-10-28 22:11:53
149,PF,Kaique Castro,nan,3714302670,nan,kaique.castro.149@example.com,5539968562185,True,2026-09-04 12:43:00,2026-10-18 05:03:50
150,PJ,Brito - ME,Barbosa Fernandes - EI,75751477000108,996504773,brito.me.150@example.com,5586962961943,True,2022-03-06 14:25:04,2026-01-03 20:42:49
151,PF,Srta. Antonella da Mata,nan,68712313823,nan,srta.antonella.da.mata.151@example.com,55062965511047,True,2026-04-16 21:05:23,2026-07-27 06:31:56
152,PJ,Teixeira ME,nan,89017732000106,412126788,teixeira.me.152@example.com,5561901581995,True,2020-02-16 23:05:37,2024-08-31 12:11:28
153,PJ,Albuquerque S.A.,nan,91387417000104,466183982,albuquerque.s.a.153@example.com,5522944472126,True,2021-10-20 04:57:02,2025-03-25 20:04:38
154,PF,Otto da Rosa,nan,67707129628,nan,otto.da.rosa.154@example.com,55015943799371,True,2023-03-21 23:04:07,2025-07-22 01:04:11
155,PF,Kevin Abreu,nan,50883486733,nan,kevin.abreu.155@example.com,5559965756924,True,2022-07-26 10:19:34,2025-06-28 20:35:14
156,PJ,Pereira EIRELI,Mendes Dias S.A.,13180233000165,654793564,pereira.eireli.156@example.com,5551993982807,True,2023-07-11 21:16:30,2024-03-15 17:32:12
157,PF,Srta. Maysa da Rocha,nan,60371181593,nan,srta.maysa.da.rocha.157@example.com,5567924342661,True,2022-07-14 14:51:59,2023-03-03 17:57:03
158,PF,Pietra Pacheco,nan,23905549468,nan,pietra.pacheco.158@example.com,5588968058911,False,2025-10-14 21:19:37,2026-07-23 05:40:59
159,PJ,Ribeiro Rios Ltda.,Ramos Pimenta S/A,81638938000133,965610143,ribeiro.rios.ltda.159@example.com,5588999375679,True,2025-09-16 06:59:59,2026-10-04 13:37:04
160,PF,Dra. Clarice Ferreira,nan,68446549280,nan,dra.clarice.ferreira.160@example.com,5571946112545,True,2025-10-27 02:26:12,2026-12-16 17:50:48
161,PF,Gabrielly Moreira,nan,91051645166,nan,gabrielly.moreira.161@example.com,55057917751401,True,2025-03-06 17:06:24,2026-09-23 11:45:20
162,PJ,Fernandes e Filhos S.A.,Rocha S.A.,45028000000138,382825867,fernandes.e.filhos.s.a.162@example.com,nan,False,2026-12-21 23:53:31,2026-12-28 03:04:48
163,PF,Maria Julia Abreu,nan,10290643341,nan,maria.julia.abreu.163@example.com,5534919182553,True,2024-12-10 01:31:37,2025-04-07 04:10:03
164,PJ,Camargo EIRELI,Rios,26163406000189,785969691,camargo.eireli.164example.com,5557992499125,True,2023-07-05 03:31:30,2025-05-07 00:41:52
165,PJ,da Costa Ltda.,nan,66032820000173,125286692,da.costa.ltda.165@example.com,5566927828274,True,2026-08-03 22:10:12,2026-08-30 14:46:32
166,PF,Francisco Dias,nan,32676217712,nan,francisco.dias.166@example.com,55090950723688,True,2025-12-25 15:07:59,2026-09-15 19:01:18
167,PJ,Jesus EIRELI,Leão,49896342000120,772190340,jesus.eireli.167@example.com,5538942797881,True,2020-04-29 05:39:40,2026-08-18 23:17:49
168,PF,Bruna da Mata,nan,22225740720,nan,bruna.da.mata.168@example.com,5558907836134,True,2026-03-06 18:44:23,2026-04-07 19:58:37
169,PF,Rael da Luz,nan,57413929465,nan,rael.da.luz.169@example.com,5517913395962,True,2025-09-08 15:08:08,2026-08-04 07:17:47
170,PF,Cecilia Viana,nan,69764914063,nan,cecilia.viana.170@example.com,5530995849825,True,2026-01-18 04:00:38,2026-08-21 21:19:47
171,PJ,da Rocha Ltda,Moraes,86007166000155,126042232,da.rocha.ltda.171@example.com,5536972946671,True,2020-08-30 16:55:18,2023-08-23 05:45:32
172,PF,Ayla Guerra,nan,98810362403,nan,ayla.guerra.172@example.com,5545977590175,True,2026-12-25 11:17:04,2026-12-30 19:07:47
173,PJ,Vieira - EI ME,Cunha,55557124000164,637454589,vieira.ei.me.173@example.com,55097950017012,True,2025-08-17 19:18:08,2026-10-14 01:00:24
174,PF,Mirella Abreu,nan,60203640039,nan,mirella.abreu.174@example.com,5532942415415,False,2023-04-06 08:21:57,2025-12-22 20:04:43
175,PF,Eloah Aragão,nan,44861732107,nan,eloah.arag.o.175@example.com,5543961103712,True,2021-04-04 06:56:56,2026-04-29 19:46:26
